full_text,compound,polarity
ini dia Ritual syirik yang mengundang bencana gempa bumi dan Tsunami di Palu dan didukung pemerintah: https://t.co/g90vLEjD8a via,-9,negative
Teringat tragedi gempa bumi dekat Palu Acheh tempoh hari. Kalau ada yang nak bagi sumbangan boleh bank-in terus ke acc saya untuk disalurkan kepada saya yang sedang sengkek tak hingat ni.,-16,negative
Wilayah di Palu ini nyaris terhapus dari peta karena pencairan tanah atau likuifaksi setelah gempa bumi dan tsunami https://t.co/yN8a1F63i2,-2,negative
Sukri kejadian gempa Lombok dan Palu jangan cuma diterjemahkan hanya untuk meningkatkan keimanan dan ketakwaan kita saja. Tapi juga penting untuk meningkatkan wawasan kesadaran dan https://t.co/u1tjNdjNMO,-5,negative
Balaroa di pinggiran Palu Sulawesi Tengah hampir menjadi kota reruntuhan. Kisah mereka yang selamat dari Gempa Palu Donggala enggan tinggalkan rumah https://t.co/r7g7v1FGhK,-9,negative
Balaroa di pinggiran Palu Sulawesi Tengah hampir menjadi kota reruntuhan. Kisah mereka yang selamat dari Gempa Palu Donggala enggan tinggalkan rumah https://t.co/YJ7y8CjdSS,-9,negative
Balaroa di pinggiran Palu Sulawesi Tengah hampir menjadi kota reruntuhan. Kisah mereka yang selamat dari Gempa Palu Donggala enggan tinggalkan rumah https://t.co/46bCgGBA9R,-9,negative
@ebugogo2periode @Gerindra @ErniRiani3 3. Blunder pak jokowi yg menyatakan rehabilitasi gempa palu dl sepekan 4. Acara euforia IMF di bali Nah ini smua maslah esensial bangsa yg mestinya di urus secara baik tp pemerintah gagal maka yg dimunculkan adalah HOAX RS.. pertanyaan sy siapa dan apa yg di rugikan.??,-6,negative
Koresponden @zudhawan bersama tim medis Kostrad dan relawan melakukan perjalanan dengan helikopter ke lokasi terpencil untuk menyelamatkan warga terdampak gempa Palu. #CNNIDNewsReport https://t.co/F1zMCFm6KG,-2,negative
Aksi kemanusiaan yang dilakukan Keluarga Olahraga Tarung Derajat (Kodrat) Sulawesi Tenggara dengan mengumpulkan pakaian bekas layak pakai yang akan disumbangkan untuk membantu saudara-saudara kita yang menjadi korban bencana alam gempa bumi dan tsunami di Palu. Box! #Respect https://t.co/ilkcuWk08w,-17,negative
sahabat keluarga Bindikkel Kemdikbud Memberikan Trauma Healing ke Korban Gempa Palu: Untuk itulah Direktorat Pembinaan Pendidikan Keluarga Kementerian Pendidikan dan Kebudayaan Republik Indonesia menerjunkan tim untuk memberikan trauma https://t.co/wquawxbAhz salam literasi,-9,negative
Kolaka. Prajurit Kodim 1412/Kolaka gelar doa bersama untuk saudara-saudara kita di Palu yang sedang mendapat musibah bencana alam berupa gempa bumi dan tsunami agar para korban tersebut selalu diberikan kekuatan lindungan serta ketabahan. Rabu (10/10/2018). https://t.co/J1JHANGDk1,-2,negative
@Hit_DX Hem masih Dungu aja anda bong... Mana realisasinya ucapan jokowi akan memberikan bantuan dana utk korban Gempa Lombok 50 juta utk rmh yg rusak berat? Katanya dlm 1 pekan Palu akan normal. Tapi buktinya? Itu bukan Hoax namanya? Klau anda bilang bukan jd definisi Hoax itu apa??,-5,negative
Gempa 7 4 SR yg mengguncang Sulteng terdapat sekitar 186 ribu peserta didik di 1.724 satuan pendidikan dari jenjang PAUD SD SMP SMA SMK yg terganggu layanan pendidikan di 3 Kabupaten reparah yakni Kota Palu Donggala dan Sigi #SultengKembaliNormal,-3,negative
Assalamualaikum BMers Yuk salurkan dana bantuan Anda untuk bencana gempa dan tsunami di Donggala &amp; Palu Sulawesi Tengah melalui Bank Muamalat dan TvOne di nomor rekening 317 066 6666 atas nama yayasan Satu Untuk Negeri TvOne. #MuamalatMelayaniUmat #AyoHijrah https://t.co/OjZQehsLXk,-2,negative
[ Al-Biruni Peduli } Alhamdulillah Hari ini penyaluran bantuan berupa selimut popok bayi handuk dan sarung kepada korban Gempa Palu yang ada dirawat di RS Wahidin Sudirohusodo Makassar. .... https://t.co/cmRNwEfhnb,-14,negative
Anggota Kodim 1423/Soppeng mengikuti Doa bersama untuk saudara saudara kita yang tertimpa musibah Gempa/ Tsunami yang berada di Lombok Sumbawa Palu Sigi dan Donggala bertempat di Geraja Kristen Sul-sel ( GKSS) Jamaat Watansoppeng Rabu (10/10/2018). https://t.co/v4DteWkq0q,-5,negative
Syariah dan Keluarga Berhasil Lolos dari Tsunami &gt;&gt; https://t.co/Ww6upWztIb #SaveSulawesi #SavePalu #PrayForSulawesi #Tsunami #SiagaBencanaNasional #GempaSulawesi #GempaDonggala #TsunamiPalu #TsunamiSulawesi #gempapalu https://t.co/L0FFa7kEmK,-3,negative
Tim Elshinta Peduli saat ini masih berada di Palu Sulteng untuk menyalurkan bantuan dari para pendengar Radio Elshinta. Semoga bantuan dari Bapak/Ibu semua dapat meringankan beban saudara-saudara kita yang terkena bencana gempa dan tsunami di SULTENG. #ElshintaPeduli https://t.co/8bnQwjNLy5,-13,negative
Jl. Sungai Manonda yg terbelah dan patah mendatar akibat Gempa Donggala-Palu 2018. Lokasi kota Palu selatan sekitar koordinat 0.909120 LS 119.840463 BT dekat lokasi likuifaksi massif Balaroa. Sumber: @vulkanologi_mbg - @marufins https://t.co/4HYIPQBdmY,-10,negative
Jl. Sungai Manonda yg terbelah dan patah mendatar akibat Gempa Donggala-Palu 2018. Patah di 12 titik dengan pergeseran horizontal sejauh 4.8 m. Sumber: @vulkanologi_mbg - @marufins https://t.co/4HYIPQBdmY,-4,negative
Berikan bantuan kemanusiaan untuk korban Gempa Palu dan Donggala Kapolda Kaltim Irjen Pol. Drs. Priyo Widyanto M.M. bersama Ketua Bhayangkari Ny. Yemmy Priyo Widyanto dan Pangdam VI Mulawarman Mayjen TNI Subiyanto beserta Ketua berangkat menuju Palu Rabu (10/10). https://t.co/REGzMQZGf4,-9,negative
 BBM menggerakkan listrik &amp; telekomunikasi. Itu berhasil dilakukan Pertamina dg sangat baik. Sewajarnya kita apresiasi upaya Pertamina kata Menteri BUMN Rini Soemarno di posko PLN Peduli Gempa&amp;Tsunami Palu Rabu (10/10). #PertaminaPeduliSulteng https://t.co/XBRqbljdaE,-3,negative
Jl. Sungai Manonda yg terbelah dan patah mendatar akibat Gempa Donggala-Palu 2018.Patah di 12 titik dg pergeseran horizontal sejauh 4.8 m.Lokas kota Palu selatan sktr koordinat 0.909120 LS 119.840463 BT dekat lokasi likuifaksi massif Balaroa. Sumber: @vulkanologi_mbg https://t.co/6CPFiTcwYK,-8,negative
 Kami sangat berterima kasih kepada Pertamina yang setiap saat siap menyuplai BBM untuk keperluan operasional kami pascagempa-tsunami di Sulteng ujar Koordinator Posko @pln_123 Peduli Korban Tsunami &amp; Gempa Bumi Palu Suwarno. #PertaminaPeduliSulteng https://t.co/XBRqbljdaE,-5,negative
Hari ini genap 2 minggu musibah bencana gempa bumi tsunami dan likuafikasi terjadi di Palu Donggala dan Sigi. Ribuan korban jiwa harta benda dan luka-luka. Tuhan berikan kekuatan bagi saudara-saudara kita di sana. Gantikan dukacita mereka dengan sukacita. #PrayForSulteng,-12,negative
PM Singapura Ucapkan Belasungkawa atas Gempa Palu - Donggala https://t.co/Zef9khpL6U,-4,negative
Gempa dan Tsunami Palu-Donggala tak hanya menjadi perhatian kita tapi dunia. Salah satunya terpotret seperti saat Pak Kaimuddin tim Emergency Response PKPU Human Initiative memberi https://t.co/IjYfDp3jLv,-4,negative
Selamat tinggal paluk kota mutiara khatulistiwa. Berharap dapat bersua lagi bukan dengan luka dan duka tapi dengan senyum dan tawa #relawanpmi #gempapalu #PrayforSulteng #prayforpaludonggala #volunteer #relawan105 #ksrpmi_unibos #PaluBangkit https://t.co/fC8z25v8wi,-14,negative
@Bedjo_Mukiyo Bukan hanya sepiring tapi lebih dari 1 ton. Untuk korban gempa di Palu.,-5,negative
Sejumlah seniman badut di Tasikmalaya menggalang dana untuk korban gempa dan tsunami di Palu. Saksikan selengkapnya di #RedaksiJabar 12 Oktober 2018 pukul 06.28 WIB hanya di @TRANS7. https://t.co/fKbZjbpcW9 https://t.co/X9ctZDPYCk,-1,negative
Dua minggu pasca bencana Palu gempa hujan deras dan gemuruh guntur semoga mengahiri semua kepedihan dan kepiluan kami.,-17,negative
Kisah warga Petobo yang selamat dari likuifaksi: Piring-piring utuh laptop masih bisa hidup: Ribuan orang diperkirakan hilang di dua kawasan di Palu Petobo dan Balaroa yang ambles menyusul gempa besar. Sejumlah warga bercerita bagaimana mereka selamat https://t.co/9SO6OSyKs0,-6,negative
@Ellinisam @CNNIndonesia Anti tesisnya adalah bagaimana mengaktifkan insula apa yg dilakukan Jkw sudah bagus dgn melakukan kunjungan ke korban gempa palu pembukaan asian para Games menyentuh sisi kemanusiaan tp sayang timses-nya terjebak permainan PS sehingga aksinya heroiknya tertutupi kasus RS.,-2,negative
https://t.co/uvN2CcVdmT Update berita dr teman di Sby.. Fenomena aneh di kolam renang AL Juanda Waru. Kolam ini aneh ..bergerak sendiri tidak ada yg berenang disini ini kolam renang juanda AL sdh 3 hari ini n sebelum gempa di Palu juga bergerak sendiri hrsnya sgr diteliti ini,-14,negative
Doa dari Konsorsium Kader Gus Dur untuk Korban Gempa #GempaPalu https://t.co/GdqMdUlAGz,-3,negative
Kampus ITS ITS News Menyusul adanya patahan yang berpotensi menimbulkan gempa di Kota Surabaya serta berkaca dari bencana alam yang menimpa Lombok Palu Donggala dan yang terbaru di sekitar Situbondo pakar geologi dari Pusat Studi Kebumian ... https://t.co/O7V8Z5AZlh,-15,negative
Update berita dr teman di Sby.. Fenomena aneh di kolam renang AL Juanda Waru.. Kolam ini aneh ...bergerak sendiri tidak ada yg berenang disini ini kolam renang juanda AL sdh 3 hari ini n sebelum gempa di Palu juga bergerak sendiri hrsnya sgr diteliti https://t.co/uvN2CcVdmT,-14,negative
Kenali Karakteristik Tanah Surabaya Minimalkan Dampak Gempa: Kampus ITS ITS News Menyusul adanya patahan yang berpotensi menimbulkan gempa di Kota Surabaya serta berkaca dari bencana alam yang menimpa Lombok Palu Donggala dan yang terbaru di https://t.co/7m6xUk8fLb https://t.co/4x8rNWIg5F,-11,negative
. . . . GAK TAHU MAU BILANG APA.. . Menteri Keuangan Turki Berat Albayrak yang terbang ke Palu langsung menyapa para korban gempa dan memberikan bantuan dari pemerintah Turki . https://t.co/2zNCph0MQx,-3,negative
Peduli Sulteng FKMP UB Gelar Aksi dan Galang Dana | Kota Malang Musibah gempa bumi dan tsunami yang baru saja melanda Sulawesi Tengah khususnya Palu Donggala dan sekitarnya... | | https://t.co/wH6GT3xptG https://t.co/FPWY3Ka0e1,-4,negative
@felicialarisaa @joehanzz @yunartowijaya Lah jadi gempa tsunami yg bikin semua org mendadak miskin di lombok palu itu bukan takdir ya?wah parah pemikiran nya ini,-17,negative
Perlindungan BPJS Ketenagakerjaan untuk Korban Gempa di Palu - https://t.co/cUhUieXWYs Pasca gempa dan gelombang tsunami yang melanda wilayah Palu Donggala dan Sigi pada 12 hari yang lalu simpati dan... -https://t.co/vY2PE5OAVj h ... https://t.co/SMmJ5erdOw,-6,negative
Gempa tsunami Palu Donggala: 2.073 korban meninggal pencarian diperpanjang https://t.co/FTmCC9bbTY,-8,negative
Media Tata Ruang Para korban gempa bumi tsunami Palu dan Donggala Sulteng mendapat bantuan 100 unit kompor dan 500 tabung Absorbed Natural Gas (ANG) dan DME... https://t.co/DjrJlVGHlB,-2,negative
Puluhan pengungsi gempa Palu Sulawesi Tengah terserang penyakit ISPA dan diare #NewsUpdate https://t.co/0T4CnuIVUW,-4,negative
Recovery Kelistrikan H+12 Palu-Donggala-Sigi Sulawesi Tengah pasca bencana gempa bumi dan tsunami. #PrayForPalu #PrayForDonggala #PrayForSigi #PrayForSulteng Sumber: PLN https://t.co/98PMS1LA4O,-1,negative
Panitia JV Laga Exhibition Match Donasikan Hasil Tiket Untuk Korban Gempa dan Tsunami di Palu https://t.co/RYukZYRVRe lewat @Kabar Daerah Kalbar,-3,negative
sudah pada nyumbang buat korban gempa Palu-Donggala belum? aku sudah. Pak Direktur Asia-Pasifik IMF Cangyong Rhee saja nyumbang &amp; ikut ajak-ajak peserta annual meeting IMF-WB nyumbang https://t.co/qwtlWkTfO7,-9,negative
Radio CDS FM Peduli Palu Donggala Turut Berduka Cita sedalam-dalamnya atas gempa dan Tsunami untuk Donggala &amp; Palu Selawesi Tengah. Mari ulurkan tangan untuk korban bencana Gempa Tsunami Palu Donggala. Buat CDS... https://t.co/yX2MMXrNYi,-8,negative
Puluhan ASN Meninggal Dunia saat Gempa dan Tsunami Palu: Palu https://t.co/0kP35EQbdC Hingga Kamis (11/10/2018) jumlah aparatur sipil negara (ASN) lingkup Pemerintah Kota Palu Provinsi Sulawesi Tengah tercatat meninggal dunia sebanyak 24 orang yang https://t.co/qbO0aRaxi9,-15,negative
Gubernur Sulteng Perpanjang Masa Tanggap Darurat: Palu https://t.co/0kP35EQbdC Gubernur Sulawesi Tengah Longki Djanggola menetapkan perpanjangan masa tanggap darurat bencana gempa bumi dan tsunami Kota Palu dan sekitarnya. Perpanjangan ini selama 14 https://t.co/XAxYlENeqd,-4,negative
Bantah Pemprov Tak Berbuat Longki: Tiga Hari Kami Kolaps: Palu https://t.co/0kP35EQbdC Gubernur Longki Djanggola menyayangkan adanya pendapat bahwa Pemerintah Provinsi Sulawesi Tengah (#Sulteng) tidak berbuat apa-apa saat bencana gempa dan tsunami https://t.co/GOcjhaVKos,-6,negative
@cpnskumham min...mhn infox bgi pelamar penjga tahanan utk daerah palu sulteng pengiriman berkasx gmn... soalx pasca gempa kmarin kantor posx blum aktif. Mhon petunjukx.,-1,negative
Kapolres Enrekang Besuk Korban Gempa Palu yang di Rawat Di RSUD Massenrempulu https://t.co/DsJ3wbBkLU #POLRES ENREKANG,-5,negative
Polsek Banntimurung Maros menyalurkan bantuan kepada korban gempa dan tsunami Palu Sulawesi Tengah yang mengungsi di Desa Jenetaesa Simbang Rabu (9/10/2018). Sebanyak 24 korban https://t.co/kt5SgPvUxa,-9,negative
Besok SKATEL join acara RUN FOR THEM yang diadakan oleh 99 Virtual Race. Dimana setiap 1 km kita berlari = menyumbangkan Rp 1.000 - untuk korban gempa dan tsunami Palu Sigi dan Donggala~ https://t.co/2Pt5fo5Eof,-4,negative
SATINation Di tempat pengungsian warga melakukan segala aktivitas mulai dari mencuci hingga memasak. Tidak hanya itu warga juga harus menghadapi panasnya matahari hingga mencapai 40 derajat celsius. Kebayang nggak seperti apa? Saksikan selengkapnya di @NET1indonesia #GempaPalu https://t.co/ahczhqx9m4,-10,negative
khawatir bgt beberapa hari ini waktu gempa+tsunami di palu khawatir sm momdad yg lagi dimakassar sekarang ada gempa di situbondo khawatir kakak yg lagi di jember: ,-13,negative
Penyerahan bantuan logistik untuk warga Palu. Penyerahan bantuan ini dilakukan oleh tim ERT PT BSI yang saat ini bertugas di sana. . Semoga bantuan ini dapat meringankan beban sebagian korban gempa tsunami di Palu. . #banyuwangi #savepaludandonggala https://t.co/RDdBlWbKC7,-13,negative
. Gempa 7.7 SR dan Tsunami melanda Palu Donggala dan dan Mamuju. 1400 orang lebih meninggal dunia dan mereka yang bertahan kini kehilangan rumah sekolah tempat ibadah mata https://t.co/iiqr0nNNG4,-5,negative
Setelah santer dukungan dan bantuan untuk Lombok kini turut mengalir pula bantuan bagi korban gempa Palu Donggala Sigi. Bantuan yang terus mengalir dari banyak penjuru negeri. Solidaritas juga datang dari banyak komunitas dalam berbagai bentuk bantuan.,-3,negative
Gracia. Seperti yang semua sudah ketahui saudara-saudara kita di Palu Donggala sedang terkena bencana gempa dan Tsunami. Dareka no Tame ni #LRSA,-8,negative
Masuk TV ALJAZEERA miris &amp; malu FAKTA YG TIDAK PERNA DIUNGKAP MEDIA NASIONAL Kecewa Penanganan Korban Gempa Lambat WARGA PALU DEMO MAKAN BATU Gerak PEMERINTAHAN JOKOWI yg lambat dlm penanganan gempa mbuat warga menjadi FRUSTASI yg akhirnya demo masak &amp; makan batu &amp; pasir https://t.co/85jg6OeiwR,-3,negative
H+13 Gempa Sulteng Korban Meninggal 2.073 Orang dan 2.549 Luka Berat: https://t.co/0kP35EQbdC Tim SAR Gabungan masih terus melakukan evakuasi terhadap korban gempa dan tsunami di Palu-Donggala Sulawesi Tengah. Pada hari ke-13 pascaperistiwa itu https://t.co/vTx97L74qe,-2,negative
Simpati Korban Gempa Palu PSG Pasang Tetap Kuat Indonesia di Stadion: https://t.co/0kP35EQbdC Dukungan dan solidaritas terhadap korban bencana gempa Palu dan Donggala tsunami serta bencana alam lainnya yang terjadi di beberapa daerah di Indonesia https://t.co/F3BfKMjzSf https://t.co/H2nK0kB7Re,-9,negative
@Dewiafriliyani Malam kak Mohon maaf atas ketidaknyamanan yang Bapak/Ibu (sebutkan nama pelanggan) alami. Sehubungan dengan penutupan Bandara Mutiara SIS Al Jufrie Kota Palu dan terganggunya infrastruktur di kota Palu akibat gempa dan tsunami maka kami (1/0),-11,negative
EVAKUASI KORBAN GEMPA DAN TSUNAMI SULTENG Pagi ini (6/10) tim Rescue BAZNAS Tanggap Bencana bersama TNI masih mengevakuasi korban yang tertimbun di Perumnas Balaroa Kota Palu Sulawesi https://t.co/7DhAdIsGAv,-10,negative
Indonesia sedang dirundung duka. Belum sembuh bencana gempa yang terjadi di Lombok kini Kota Palu Donggala Sigi dan sejumlah kawasan di Sulawesi Tengah mendapatkan cobaan gempa yang disusul tsunami.,-2,negative
Keadaan di Palu pasca Gempa dan Tsunami sampai dengan tgl 11 Oktober 2018 pukul 17.30 Wita sbb : 1. Jumlah korban gempa hingga saat ini berjumlah 2.071 orang (kemungkinan masih akan bertambah) terdiri dari :... https://t.co/y7lPppbQDA,-8,negative
LTC Galang Dana untuk Korban Gempa Palu dan Donggala https://t.co/bjCq6AmtKW lewat @tribunlampung_,-3,negative
20.48: RT @BalawaAsepWahyu: 21:13 WITA Gempa kembali mengguncang Palu pasien di RS Budi Agung Jl. Maluku Palu Sulteng berhamburan keluar. #ElshintaEdisiSore https://t.co/D0sPdanRlU,-5,negative
Evakuasi Korban Dihentikan Masyarakat Persilakan Melapor https://t.co/NmBGGvv6Kg - Proses evakuasi pencarian korban gempa bumi dan tsunami yang melanda Kota Palu #Evakuasi_Korban_Dihentikan diterbitkan oleh : Zulkifli Tampolo https://t.co/sBSzWJDDQs,-5,negative
Gempa kembali dirasakan warga di Palu Sulawesi Tengah Kamis (11/10). Akibat gempa itu warga berhamburan keluar ruangan. Gempa terjadi sekitar pukul 21.16 WITA. Guncangan lindu ini https://t.co/Jz5QJ3Ksv6,-2,negative
Pemerintah Berhentikan Evakuasi Korban Meninggal Gempa Palu Relawan Rumah Zakat Pantang Pulang https://t.co/Jp7uGANOEL lewat @tribunlampung_,-3,negative
Gempa lgi e #palu sedih,-5,negative
Gempa lagi Palu :(,-3,negative
Nah ini keren. Walau di Indonesia sebagian ada yang nyinyirin gempa Palu. Bahkan ada yang bikin hoax. Duh... https://t.co/UleezcOWbI,-4,negative
@null 1.602 Orang Napi Masih Kabur Paska Gempa Palu Jumlah tersebut meningkat dari dat https://t.co/8EJs4of68M,-3,negative
@null 1.602 Orang Napi Masih Kabur Paska Gempa Palu Jumlah tersebut meningkat dari dat https://t.co/UOtTNEnDJK,-3,negative
@null 1.602 Orang Napi Masih Kabur Paska Gempa Palu Jumlah tersebut meningkat dari dat https://t.co/kOuzDiiw5P,-3,negative
Keajaiban Dzikir dan Do a (Ibrah dari Korban Selamat Gempa Palu) https://t.co/6DRR4wPSDj @WahdahIslamiyah @Laziswahdahjkta @LazisWahdah @WahdahSidrap,-3,negative
Info Thomas menyalakan lilin pd kegiatan Seribu Lilin untuk korban gempa n tsunami Sulteng diPemalang Jateng. Kegiatan tersebut sebagai bentuk keprihatinan terhadap bencana yg menimpa kawasan Palu n Donggala di Sulteng. @kabarpemalangID @InfoPemalang @SekolahRelawan @MRIPusat https://t.co/FnmsUROMAd,-9,negative
